매장_id,품목_id,기간,매장_발주량
ST_104,IT_164,2023.12.4,0
ST_104,IT_164,2023.12.5,0
ST_104,IT_165,2023.12.1,3
ST_104,IT_165,2023.12.2,3
ST_104,IT_165,2023.12.3,6
ST_104,IT_165,2023.12.4,0
ST_104,IT_165,2023.12.5,0
ST_104,IT_167,2023.12.1,0
ST_104,IT_167,2023.12.2,0
ST_104,IT_167,2023.12.3,1
ST_104,IT_167,2023.12.4,0
ST_104,IT_167,2023.12.5,0
ST_104,IT_168,2023.12.1,1
ST_104,IT_168,2023.12.2,0
ST_104,IT_168,2023.12.3,0
ST_104,IT_168,2023.12.4,0
ST_104,IT_168,2023.12.5,0
ST_104,IT_169,2023.12.1,1
ST_104,IT_169,2023.12.2,0
ST_104,IT_169,2023.12.3,0
ST_104,IT_169,2023.12.4,0
ST_104,IT_169,2023.12.5,0
ST_104,IT_170,2023.12.1,1
ST_104,IT_170,2023.12.2,0
ST_104,IT_170,2023.12.3,0
ST_104,IT_170,2023.12.4,0
ST_104,IT_170,2023.12.5,0
ST_104,IT_171,2023.12.1,1
ST_104,IT_171,2023.12.2,0
ST_104,IT_171,2023.12.3,1
ST_104,IT_171,2023.12.4,0
ST_104,IT_171,2023.12.5,0
ST_105,IT_101,2023.12.1,0
ST_105,IT_101,2023.12.2,0
ST_105,IT_101,2023.12.3,0
ST_105,IT_101,2023.12.4,0
ST_105,IT_101,2023.12.5,0
ST_105,IT_102,2023.12.1,0
ST_105,IT_102,2023.12.2,1000
ST_105,IT_102,2023.12.3,0
ST_105,IT_102,2023.12.4,0
ST_105,IT_102,2023.12.5,0
ST_105,IT_103,2023.12.1,0
ST_105,IT_103,2023.12.2,0
ST_105,IT_103,2023.12.3,0
ST_105,IT_103,2023.12.4,0
ST_105,IT_103,2023.12.5,0
ST_105,IT_104,2023.12.1,0
ST_105,IT_104,2023.12.2,0
ST_105,IT_104,2023.12.3,0
ST_105,IT_104,2023.12.4,0
ST_105,IT_104,2023.12.5,0
ST_105,IT_105,2023.12.1,0
ST_105,IT_105,2023.12.2,0
ST_105,IT_105,2023.12.3,0
ST_105,IT_105,2023.12.4,0
ST_105,IT_105,2023.12.5,0
ST_105,IT_106,2023.12.1,0
ST_105,IT_106,2023.12.2,0
ST_105,IT_106,2023.12.3,0
ST_105,IT_106,2023.12.4,0
ST_105,IT_106,2023.12.5,0
ST_105,IT_107,2023.12.1,0
ST_105,IT_107,2023.12.2,0
ST_105,IT_107,2023.12.3,1000
ST_105,IT_107,2023.12.4,0
ST_105,IT_107,2023.12.5,0
ST_105,IT_108,2023.12.1,0
ST_105,IT_108,2023.12.2,0
ST_105,IT_108,2023.12.3,0
ST_105,IT_108,2023.12.4,0
ST_105,IT_108,2023.12.5,0
ST_105,IT_109,2023.12.1,0
ST_105,IT_109,2023.12.2,0
ST_105,IT_109,2023.12.3,0
ST_105,IT_109,2023.12.4,0
ST_105,IT_109,2023.12.5,0
ST_105,IT_110,2023.12.1,0
ST_105,IT_110,2023.12.2,0
ST_105,IT_110,2023.12.3,0
ST_105,IT_110,2023.12.4,0
ST_105,IT_110,2023.12.5,0
ST_105,IT_111,2023.12.1,1000
ST_105,IT_111,2023.12.2,0
ST_105,IT_111,2023.12.3,1000
ST_105,IT_111,2023.12.4,0
ST_105,IT_111,2023.12.5,0
ST_105,IT_112,2023.12.1,0
ST_105,IT_112,2023.12.2,500
ST_105,IT_112,2023.12.3,0
ST_105,IT_112,2023.12.4,0
ST_105,IT_112,2023.12.5,0
ST_105,IT_113,2023.12.1,0
ST_105,IT_113,2023.12.2,0
ST_105,IT_113,2023.12.3,0
ST_105,IT_113,2023.12.4,0
ST_105,IT_113,2023.12.5,0
ST_105,IT_114,2023.12.1,0
ST_105,IT_114,2023.12.2,0
ST_105,IT_114,2023.12.3,0
ST_105,IT_114,2023.12.4,0
ST_105,IT_114,2023.12.5,0
ST_105,IT_115,2023.12.1,0
ST_105,IT_115,2023.12.2,250
ST_105,IT_115,2023.12.3,0
ST_105,IT_115,2023.12.4,0
ST_105,IT_115,2023.12.5,0
ST_105,IT_116,2023.12.1,0
ST_105,IT_116,2023.12.2,0
ST_105,IT_116,2023.12.3,0
ST_105,IT_116,2023.12.4,0
ST_105,IT_116,2023.12.5,0
ST_105,IT_117,2023.12.1,0
ST_105,IT_117,2023.12.2,0
ST_105,IT_117,2023.12.3,0
ST_105,IT_117,2023.12.4,0
ST_105,IT_117,2023.12.5,0
ST_105,IT_118,2023.12.1,0
ST_105,IT_118,2023.12.2,0
ST_105,IT_118,2023.12.3,0
ST_105,IT_118,2023.12.4,0
ST_105,IT_118,2023.12.5,0
ST_105,IT_119,2023.12.1,0
ST_105,IT_119,2023.12.2,0
ST_105,IT_119,2023.12.3,0
ST_105,IT_119,2023.12.4,0
ST_105,IT_119,2023.12.5,0
ST_105,IT_120,2023.12.1,0
ST_105,IT_120,2023.12.2,0
ST_105,IT_120,2023.12.3,0
ST_105,IT_120,2023.12.4,0
ST_105,IT_120,2023.12.5,0
ST_105,IT_121,2023.12.1,0
ST_105,IT_121,2023.12.2,0
ST_105,IT_121,2023.12.3,0
ST_105,IT_121,2023.12.4,0
ST_105,IT_121,2023.12.5,0
ST_105,IT_122,2023.12.1,0
ST_105,IT_122,2023.12.2,0
ST_105,IT_122,2023.12.3,0
ST_105,IT_122,2023.12.4,0
ST_105,IT_122,2023.12.5,0
ST_105,IT_123,2023.12.1,0
ST_105,IT_123,2023.12.2,0
ST_105,IT_123,2023.12.3,0
ST_105,IT_123,2023.12.4,0
ST_105,IT_123,2023.12.5,0
ST_105,IT_124,2023.12.1,0
ST_105,IT_124,2023.12.2,0
ST_105,IT_124,2023.12.3,0
ST_105,IT_124,2023.12.4,0
ST_105,IT_124,2023.12.5,0
ST_105,IT_125,2023.12.1,0
ST_105,IT_125,2023.12.2,4
ST_105,IT_125,2023.12.3,0
ST_105,IT_125,2023.12.4,0
ST_105,IT_125,2023.12.5,0
ST_105,IT_126,2023.12.1,0
ST_105,IT_126,2023.12.2,0
ST_105,IT_126,2023.12.3,0
ST_105,IT_126,2023.12.4,0
